Name,Current price,Change(%),Open,High,Low,Volume
INTRUSION INC.,1.22,13.94,1.29,1.3,1.21,60995
ELEVAI LABS INC.,0.59,11.17,0.61,0.6181,0.5802,60846
TIPTREE INC.,16.09,12.13,16.47,16.49,16.07,60764
ENTRADA THERAPEUTICS INC.,14.79,12.76,15.33,15.42,14.71,60356
PURE CYCLE CORP.,9.06,12.48,9.29,9.29,9.05,60258
RESEARCH SOLUTIONS INC,2.49,14.96,2.69,2.7,2.48,60222
PROVIDENT BANCORP INC.,9.8,0.2,9.85,10.05,9.73,60155
ADIAL PHARMACEUTICALS INC,1.27,10.78,1.29,1.32,1.24,60141
INNOVAGE HOLDING,4.23,0.24,4.24,4.44,4.18,60078
ITERUM THERAPEUTICS PLC ORD.,1.12,10.88,1.12,1.17,1.11,60062
MASSIMO GROUP,3.51,111.59,3.7,4.0,3.5,59365
ADDENTAX GROUP CORP.,0.8465,15.52,0.87,0.9,0.82,59278
SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY,1.05,10.94,1.04,1.05,1.01,59232
WASHINGTON TRUST BANCORP INC.,25.79,0.55,25.65,26.05,25.65,59210
CODERE ONLINE LUXEMBOURG S.A.,7.45,2.05,7.25,7.5,7.25,58941
THE SINGING MACHINE CO.,1.12,10.88,1.11,1.13,1.04,58921
FATHOM HOLDINGS INC.,1.5,0.67,1.53,1.57,1.5,58804
TENX KEANE ACQUISITION RIGHT,0.2306,111.31,0.232,0.2434,0.23,58423
FLUX POWER HOLDINGS INC.,3.05,13.79,3.16,3.25,3.0,58413
THE HACKETT GROUP INC.,21.73,11.23,22.02,22.02,21.73,58137
VOXX INTERNATIONAL,3.44,12.27,3.48,3.6,3.44,58130
HAWKINS INC.,89.59,0.61,88.69,90.0,88.25,58020
DOCEBO INC.,37.37,11.24,37.9,38.15,37.3,57776
GUARDFORCE AI CO.,2.27,11.3,2.33,2.33,2.2,57768
ROCKY BRANDS INC.,37.16,12.0,37.79,38.31,37.0,57672
CCSC TECHNOLOGY INTERNATIONAL HLD.,2.15,10.46,2.17,2.24,2.11,57583
JUNEE LTD.,4.3,2.87,4.29,4.3,4.18,57494
DYNATRONICS CORP.,0.3546,12.04,0.347,0.3599,0.347,57247
INTCHAINS GROUP LTD.,6.71,11.32,6.8,6.83,6.7,56844
CYCLACEL PHARMACEUTICALS INC.,1.5,17.98,1.59,1.63,1.47,56790
LOBO EV TECHNOLOGIES,2.0,12.91,2.03,2.14,1.81,56435
MINK THERAPEUTICS INC.,0.8771,13.62,0.91,0.9275,0.8771,56343
NV5 GLOBAL INC.,90.62,10.63,91.24,91.44,89.91,56286
URBAN ONE INC. CLASS D,1.53,3.38,1.51,1.57,1.49,55952
IMMUNOPRECISE ANTIBODIES,1.03,10.96,1.04,1.05,1.02,55712
VIVOS THERAPEUTICS INC.,2.13,3.9,2.09,2.25,2.09,55683
ONEWATER MARINE INC.,26.91,1.05,26.73,27.1,26.51,55346
BELITE BIO INC ADS,49.65,0.1,49.39,49.7,48.83,55084
KINDLY MD INC.,2.72,11.81,2.85,2.98,2.65,55061
EPSILON ENERGY LTD.,5.45,2.06,5.39,5.6,5.3,55050
IVEDA SOLUTIONS INC.,0.595,11.08,0.5992,0.5995,0.57,54951
TURNSTONE BIOLOGICS,2.73,1.11,2.69,2.76,2.68,54539
CALAMOS LONG/SHORT EQUITY & DYNAMIC,15.03,0.07,14.93,15.19,14.93,54539
BLUE FOUNDRY BANCORP,8.98,1.01,8.81,9.02,8.8,54526
EASTSIDE DISTILLING INC.,1.03,0.98,1.01,1.07,1.01,54294
INSPIRE VETERINARY PARTNERS,1.5,19.64,1.62,1.62,1.48,53958
MOGO INC.,1.4,11.41,1.35,1.43,1.35,53936
EVAXION BIOTECH A/S ADS,2.67,8.1,2.58,2.83,2.58,53865
KEY TRONIC CORP.,3.77,12.58,3.88,3.94,3.7,53814
HARTE HANKS INC.,7.8,2.09,7.57,7.9,7.57,53811
RBB BANCORP,17.2,0.41,17.36,17.49,17.12,53797
PERFORMANCE SHIPPING INC.,2.2,11.79,2.22,2.25,2.18,53663
JOHN B. SANFILIPPO & SON INC.,97.31,10.04,97.57,98.57,97.2,53505
TFF PHARMACEUTICALS INC.,1.95,1.04,1.91,1.95,1.72,53449
GULF RESOURCES INC.,1.29,10.77,1.3,1.31,1.2,53387
THE DIXIE GROUP INC.,0.83,2.71,0.8491,0.8505,0.807,53366
NUVECTIS PHARMA INC.,6.45,15.84,6.76,6.88,6.44,53094
5E ADVANCED MATERIALS INC.,1.21,12.42,1.24,1.29,1.2,53069
LIBERTY MEDIA CORP.,66.04,0.03,66.05,66.05,65.24,53049
CEA INDUSTRIES INC.,6.71,10.59,6.65,6.89,6.65,52940
ARRIVENT BIOPHARMA INC.,17.51,15.4,18.46,18.95,17.23,52902
INTEVAC INC.,3.87,10.26,3.88,3.88,3.82,52847
PREFERRED BANK,75.08,0.15,74.68,76.04,74.68,52696
BEL FUSE INC.,65.44,11.48,66.64,66.64,65.12,52544
DARIOHEALTH CORP.,1.1,15.98,1.17,1.17,1.08,52493
ARTESIAN RESOURCES,34.52,1.14,34.25,34.56,33.68,52480
IB ACQUISITION,0.11,10.0,0.11,0.1194,0.11,52234
HYWIN HOLDINGS,0.383,114.51,0.413,0.4138,0.381,52204
FINTECH ECOSYSTEM DEVELOPMENT,0.112,120.0,0.15,0.15,0.0812,52100
KIMBALL ELECTRONICS INC.,22.09,10.32,22.24,22.27,21.98,51951
NEONODE INC.,2.0,15.66,2.14,2.29,1.93,51919
CALAMOS GLOBAL TOT RTN.,11.0,0.18,10.94,11.07,10.91,51863
EZGO TECHNOLOGIES,1.48,111.38,1.66,1.66,1.46,51842
ALTAMIRA THERAPEUTICS,1.25,0.81,1.2,1.28,1.2,51761
BRAINSWAY LTD. ADS,6.09,1.0,6.02,6.29,6.02,51714
ACURX PHARMACEUTICALS INC.,2.25,15.46,2.42,2.42,2.25,51710
BANCFIRST CORP.,83.9,10.06,83.72,84.71,83.58,51684
ICF INTERNATIONAL INC.,140.21,10.06,140.42,141.29,139.34,51499
INDEPENDENT BANK,24.09,10.08,24.0,24.38,23.97,51405
PRIORITY TECHNOLOGY HLD.,4.48,3.23,4.44,4.67,4.29,51312
ELBIT SYSTEMS,181.32,11.35,183.66,183.66,180.19,51270
APTOSE BIOSCIENCES INC.,0.837,13.79,0.88,0.8999,0.8351,51258
FOCUS UNIVERSAL INC.,0.2436,0.04,0.24,0.2574,0.24,51021
EXICURE INC.,0.33,4.66,0.3233,0.34,0.311,50791
TECHTARGET INC.,30.96,10.32,31.07,31.07,30.46,50725
ENERGOUS CORP.,1.03,14.63,1.16,1.16,1.0,50603
GROM SOCIAL ENTERPRISES INC.,0.4501,11.49,0.461,0.479,0.341,50304
CAMBRIDGE BANCORP,65.19,0.12,64.91,66.53,64.49,50210
CLEARONE INC.,0.69,11.29,0.691,0.7065,0.6803,50172
AIMFINITY INVESTMENT,11.28,0.0,11.28,11.28,11.28,50026
SENSTAR TECHNOLOGIES,1.87,11.58,2.01,2.01,1.78,49947
NEXXEN INTERNATIONAL,6.27,10.32,6.42,6.44,6.07,49887
GREENLIGHT REINSURANCE,13.03,10.15,12.96,13.35,12.85,49808
CREATIVE MEDIA & COMMUNITY TRUST,2.65,18.3,2.81,2.81,2.62,49719
CITIZENS & NORTHERN CORP,16.88,11.06,16.92,17.0,16.78,49624
FEUTUNE LIGHT ACQUISITION,0.2,5.26,0.23,0.23,0.19,49428
MONOGRAM TECHNOLOGIES INC.,2.1,6.6,1.98,2.15,1.98,49352
FRESH2 GROUP LTD.,0.3261,14.12,0.34,0.34,0.301,49267
UNITED STATES LIME & MINERALS,366.47,3.35,354.96,366.47,353.62,49221
B. RILEY FINANCIAL,15.54,0.91,15.3,15.85,15.3,49164
DZS INC.,1.38,11.43,1.39,1.43,1.37,49015
GENETIC TECHNOLOGIES LTD ADS,1.72,1.18,1.7,1.79,1.62,49003
ABLE VIEW GLOBAL INC.,1.02,14.67,1.08,1.08,1.02,48918
WILLDAN GROUP INC.,29.45,10.51,29.76,30.09,29.38,48814
WANG & LEE GROUP INC.,0.654,14.27,0.69,0.7006,0.6281,48799
GP-ACT III ACQUISITION,10.05,0.0,10.04,10.05,10.02,48781
ROYALTY MANAGEMENT HOLDING,0.8752,18.6,1.0,1.03,0.856,48746
MANITEX INTERNATIONAL INC.,4.69,10.42,4.76,4.93,4.67,48739
CITY HOLDING COMPANY,104.0,1.31,102.75,104.21,102.75,48677
BARRETT BUSINESS SERVICES INC.,134.69,10.24,135.73,136.66,134.45,48663
ALPHA TEKNOVA INC.,1.6,16.98,1.7,1.71,1.6,48575
QUHUO LTD.,0.49,0.0,0.4901,0.53,0.48,48408
ELICIO THERAPEUTICS INC.,7.11,110.9,7.87,7.88,7.01,48394
HOLDCO NUVO GROUP D.G,1.65,11.2,1.64,1.8,1.64,48245
PRIMIS FINANCIAL,9.63,10.62,9.65,9.82,9.63,48235
GT BIOPHARMA INC.,2.99,2.4,2.93,3.29,2.87,48157
EASTERN CO.,24.09,15.19,25.31,25.31,23.86,48052
GRINDROD SHIPPING HLD.,13.55,0.0,13.5,13.6,13.41,47980
FTAI AVIATION,25.04,10.04,25.05,25.06,25.0,47909
1ST SOURCE CORP.,50.46,0.04,50.24,50.85,50.24,47861
SIMULATIONS PLUS INC.,47.21,0.4,46.87,47.24,46.44,47803
AYTU BIOPHARMA INC.,2.85,1.42,2.99,2.99,2.77,47674
INVESTCORP CREDIT MANAGEMENT BDC,3.41,11.16,3.41,3.48,3.36,47634
SIEBERT FINANCIAL,1.62,18.47,1.76,1.88,1.61,47589
JOHNSON OUTDOORS INC.,34.56,12.68,35.21,35.74,34.47,47486
ETON PHARMACEUTICALS INC.,3.26,12.69,3.39,3.44,3.26,47296
INVESTAR HOLDING,14.95,10.27,14.7,15.27,14.7,47246
SHENGFENG DEVELOPMENT,1.07,10.93,1.06,1.08,1.04,47130
RICHARDSON ELECTRONICS,11.95,1.44,11.86,11.99,11.75,47128
BENEFICIENT,2.72,19.33,2.94,2.97,2.67,47100
STEEL CONNECT INC.,12.53,3.55,12.06,12.53,11.39,47083
THE YORK WATER CO.,35.79,10.8,35.88,36.26,35.73,47068
AILERON THERAPEUTICS INC.,3.12,12.8,3.25,3.27,3.1,46991
VERSUS SYSTEMS INC.,1.45,17.64,1.58,1.61,1.44,46964
PAVMED INC.,0.925,18.42,1.0,1.01,0.9201,46886
STARBOX GROUP HOLDINGS,0.178,4.71,0.18,0.181,0.175,46839
RCM TECHNOLOGIES INC.,19.13,11.59,19.39,19.56,19.06,46833
BASSETT FURNITURE INDUSTRIES,14.11,11.88,14.15,14.2,13.85,46822
CPI CARD GROUP INC.,26.52,12.28,27.34,27.55,26.24,46654
PSYENCE BIOMEDICAL,0.598,10.32,0.6,0.6,0.5591,46641
COASTAL FINANCIAL,44.35,10.09,44.42,44.81,44.31,46590
COMMUNITY TRUST BANCORP INC.,41.93,1.23,41.47,42.04,41.06,46343
DONEGAL GROUP INC.,12.85,10.46,12.87,13.04,12.67,46315
LEGACY HOUSING CORP.,22.84,11.42,23.05,23.2,22.67,46076
WAG! GROUP CO.,1.44,14.64,1.49,1.52,1.43,45993
KVH INDUSTRIES INC.,4.67,11.06,4.7,4.75,4.62,45950
LINKBANCORP INC.,6.05,11.63,6.18,6.2,6.03,45874
SACKS PARENTE GOLF INC.,0.525,12.69,0.54,0.55,0.4805,45824
STOCK YARDS BANCORP INC.,48.1,0.35,47.53,48.56,47.53,45749
REWALK ROBOTICS,4.21,13.66,4.33,4.38,4.11,45549
QUOIN PHARMACEUTICALS,0.6111,12.26,0.6442,0.6442,0.6001,45541
GOLDEN SUN HEALTH TECHNOLOGY GROUP,6.05,15.02,6.2,6.51,6.02,45443
LICHEN CHINA LTD.,1.27,7.63,1.18,1.35,1.15,45227
SOTHERLY HOTELS INC.,1.21,10.82,1.2,1.23,1.2,45121
DENALI CAPITAL ACQUISITION,6.21,1.14,6.22,6.22,6.21,45060
PEAPACK-GLADSTONE FINANCIAL,21.47,10.37,21.48,21.66,21.37,45000
UFP TECHNOLOGIES INC.,253.79,1.14,249.15,256.66,247.42,44990
ANIKA THERAPEUTICS INC.,25.93,10.23,25.99,26.23,25.61,44971
GAN LTD.,1.41,0.71,1.4,1.42,1.4,44933
MEDALLION FINANCIAL,7.83,13.45,8.12,8.12,7.82,44850
MATERIALISE NV ADS,5.0,10.79,5.02,5.07,5.0,44847
EUDA HEALTH HOLDINGS,2.67,5.12,2.54,2.67,2.5,44644
DORCHESTER MINERALS L.P.,30.63,1.79,30.1,31.13,30.1,44606
RANI THERAPEUTICS HLD.,3.89,2.1,3.81,4.05,3.81,44579
MEDIWOUND,14.59,13.57,14.9,15.25,14.59,44560
UPEXI INC.,0.4001,110.69,0.42,0.4698,0.4,44526
FIRST COMMUNITY BANKSHARES,34.68,1.76,34.05,34.94,34.0,44012
SENMIAO TECHNOLOGY,0.9148,0.53,1.02,1.05,0.85,43929
ALPHAVEST ACQUISITION CORP,11.03,0.0,11.03,11.03,11.03,43900
CAREMAX INC.,2.85,18.95,3.06,3.1,2.85,43841
DIVERSIFIED HEALTHCARE TRUST 6.25% SEN,15.37,1.25,15.17,15.43,15.17,43785
EKSO BIONICS HLD.,1.04,15.45,1.08,1.09,1.04,43542
THORNBURG,15.93,10.69,16.01,16.22,15.93,43352
SIDUS SPACE INC.,2.55,11.92,2.58,2.6,2.55,43328
VIOMI TECHNOLOGY CO. LTD ADS,0.9,0.0,0.8999,0.93,0.8999,43089
HWH INTERNATIONAL INC.,0.8832,17.02,0.9001,0.98,0.862,42968
OPTIMUMBANK HOLDINGS INC.,4.29,13.81,4.46,4.5,4.29,42843
FUEL TECH INC.,1.06,0.0,1.06,1.08,1.04,42832
SU GROUP HOLDINGS,2.32,10.48,2.13,2.42,2.11,42789
VINCI PARTNERS INVESTMENTS,10.8,0.93,10.7,10.85,10.7,42603
ALERUS FINANCIAL,18.69,1.03,18.7,18.76,18.44,42499
TWIN DISC INC.,11.88,13.41,12.17,12.46,11.88,42414
REVELATION BIOSCIENCES INC.,2.31,3.13,2.4,2.4,2.15,42357
DIGITAL BRANDS GROUP INC.,1.45,16.45,1.65,1.65,1.43,42241
BCB BANCORP INC. (NJ),9.87,11.69,9.95,10.07,9.87,42233
SOHU.COM LTD.,13.05,1.01,12.8,13.23,12.8,42161
POP CULTURE GROUP CO. LTD,1.18,13.28,1.22,1.22,1.13,42113
B. RILEY FINANCIAL,19.31,0.05,19.65,19.65,19.16,42035
BANK OF MARIN BANCORP,15.0,1.01,14.79,15.04,14.7,41759
MIDLAND STATES BANCORP INC.,21.76,0.6,21.67,21.95,21.67,41726
COVENANT LOGISTICS GROUP INC.,48.12,0.25,47.98,48.48,47.78,41579
OLD POINT FINANCIAL,14.01,15.78,14.89,14.9,14.01,41465
THARIMMUNE INC.,2.96,13.9,2.95,3.15,2.92,41454
AIRSCULPT TECHNOLOGIES INC.,4.01,0.5,4.0,4.07,4.0,41410
NRX PHARMACEUTICALS INC.,3.05,10.65,3.07,3.17,3.02,41354
CURIS INC.,7.8,15.11,8.28,8.48,7.8,41185
MARTIN MIDSTREAM PARTNERS L.P.,3.31,1.85,3.24,3.34,3.2,41110
AVIAT NETWORKS INC.,29.38,11.08,29.74,29.81,29.17,41042
ALAUNOS THERAPEUTICS INC.,0.8301,113.53,0.93,0.938,0.8102,41000
ARROW FINANCIAL,25.0,1.05,24.66,25.26,24.61,40963
AUDDIA INC.,1.07,0.94,1.06,1.09,1.05,40906
ALLIED GAMING & ENTERTAINMENT,0.8279,11.8,0.86,0.913,0.8016,40901
MOBIX LABS INC.,1.8,10.55,1.8,1.87,1.7,40884
BAIJIAYUN GROUP LTD CLASS,2.66,5.56,2.52,2.68,2.52,40787
YY GROUP HOLDING,0.8102,15.79,0.8399,0.87,0.8102,40588
THERATECHNOLOGIES INC.,1.32,2.33,1.25,1.37,1.25,40484
SCISPARC,0.87,10.18,0.872,0.9087,0.87,40315
CIDARA THERAPEUTICS INC.,12.1,13.89,12.58,13.0,11.85,40260
FIRST MID BANCSHARES INC.,30.9,0.95,30.69,30.99,30.4,40229
CPS TECHNOLOGIES,1.73,1.17,1.7,1.75,1.67,40112
FIRST CITIZENS BANCSHARES,22.42,0.0,22.47,22.54,22.35,39757
TOP WEALTH GROUP HOLDING,0.98,12.85,1.01,1.068,0.96,39730
ORGENESIS INC.,0.5512,13.26,0.5755,0.5798,0.55,39450
ERIE INDEMNITY CO.,356.9,0.41,355.84,360.28,355.84,39444
HEMPACCO CO. INC.,0.8002,14.17,0.8308,0.8348,0.8001,39429
AVINGER INC.,1.86,5.08,1.95,2.07,1.86,39279
APPTECH PAYMENTS,0.844,0.48,0.84,0.89,0.824,39254
QUEST RESOURCE HOLDING,8.66,13.46,8.9,9.08,8.66,39207
TRISALUS LIFE SCIENCES INC.,5.72,13.38,5.91,5.91,5.67,39045
MERCANTILE BANK,36.86,0.3,36.75,37.13,36.67,39009
TELESAT CORP.,7.79,0.13,7.7,7.88,7.67,38992
DIGITAL HEALTH ACQUISITION,12.79,110.56,14.16,14.76,11.95,38913
FUNDAMENTAL GLOBAL INC.,1.05,2.94,1.04,1.08,1.04,38863
AIR T INC.,23.74,3.89,22.94,23.76,22.7,38746
NORTECH SYSTEMS INC.,12.87,10.08,13.19,13.78,12.8,38645
SEVEN HILLS REALTY TRUST,12.16,11.46,12.34,12.4,12.16,38542
SAFETY INSURANCE GROUP INC.,75.62,10.3,75.89,76.3,75.31,38370
TEXAS CAPITAL BANCSHARES,19.13,0.26,19.2,19.45,19.1,38299
FIRST SEACOAST BANCORP INC.,8.92,10.89,9.0,9.1,8.92,38136
INNOVATIVE SOLUTIONS AND SUPPORT,6.37,4.43,6.05,6.37,6.05,38078
TORO CORP.,3.85,10.77,3.88,4.04,3.8,37965
IRIDEX CORP.,1.98,15.71,2.14,2.14,1.92,37758
SOUNDTHINKING INC.,13.45,14.95,14.02,14.02,13.4,37738
PORTMAN RIDGE FINANCE,19.33,0.0,19.3,19.5,19.26,37616
VIA RENEWABLES INC.,10.99,0.0,10.99,11.0,10.99,37569
FIRST INTERNET BANCORP,26.18,12.78,27.11,27.11,26.03,37530
CARTER BANKSHARES INC.,12.57,1.53,12.41,12.66,12.36,37485
KAROOOOO,32.43,11.75,31.67,34.39,30.42,37442
CHS,26.89,0.07,26.76,26.92,26.75,37380
RCI HOSPITALITY HLD.,44.07,11.25,44.5,44.74,44.01,37317
LEE ENTERPRISES INC.,12.23,12.86,12.13,12.43,12.13,37265
ROMA GREEN FINANCE,0.5356,2.61,0.5368,0.5683,0.52,37192
HF FOODS GROUP INC.,3.25,11.22,3.34,3.36,3.23,37190
COLONY BANKCORP INC.,11.51,0.35,11.6,11.73,11.45,37015
LIMONEIRA CO,19.83,1.59,19.5,19.95,19.5,36948
LAZYDAYS HOLDINGS INC.,3.28,10.61,3.22,3.37,3.22,36938
DOLPHIN ENTERTAINMENT INC.,1.0,11.96,1.0,1.02,0.95,36901
BIOTRICITY INC.,0.9375,1.75,0.8823,0.97,0.8823,36691
IDEAL POWER INC.,7.06,12.62,7.21,7.49,7.06,36686
CALUMET SPECIALTY PRODUCTS PARTNERS L.P,16.37,0.68,16.13,16.37,16.13,36672
CONSUMER PORTFOLIO SERVICES,8.49,11.85,8.64,8.81,8.46,36617
CODA OCTOPUS GROUP INC.,5.96,14.79,6.17,6.24,5.92,36549
MESA LABORATORIES INC.,91.28,10.43,91.19,92.0,89.09,36476
COFFEE HOLDING CO. INC.,1.43,0.7,1.39,1.44,1.38,36363
MOLECULAR PARTNERS AG ADS,7.96,9.19,7.53,8.14,7.49,36314
MOLECULAR TEMPLATES INC.,1.24,16.06,1.36,1.36,1.23,36274
TIGO ENERGY INC.,1.54,16.1,1.63,1.63,1.5,36084
SHAPEWAYS HOLDINGS INC.,1.04,14.59,1.08,1.08,0.95,36056
FIVE STAR BANCORP,22.72,10.53,22.93,23.13,22.72,36047
ZENTEK LTD.,1.12,6.67,1.07,1.12,1.01,36011
KIORA PHARMACEUTICALS INC.,4.29,1.42,4.59,4.59,4.25,35975
MID PENN BANCORP,20.7,0.29,20.47,20.73,20.47,35769
CSP INC.,13.92,12.93,14.12,14.3,13.8,35718
NYXOAH SA,8.33,12.46,8.71,8.72,8.12,35666
PONCE FINANCIAL GROUP INC.,8.91,10.34,8.98,9.1,8.89,35583
BEL FUSE INC.,83.37,10.82,82.32,84.03,82.32,35571
LOOP INDUSTRIES INC.,2.17,110.33,2.4,2.43,2.09,35521
HUTCHMED (CHINA),17.81,10.39,17.91,17.99,17.65,35495
BIOCERES CROP SOLUTIONS,10.62,0.57,10.51,10.69,10.5,35481
PROCESSA PHARMACEUTICALS INC.,1.83,11.08,1.85,1.89,1.82,35477
FIFTH THIRD BANCORP DEPOSITARY SHARE RE,25.98,0.23,25.92,26.07,25.85,35470
LISATA THERAPEUTICS INC.,3.3,14.07,3.47,3.67,3.3,35455
SMART POWERR CORP.,0.9699,8.97,0.9074,0.97,0.8901,35452
PRECISION BIOSCIENCES INC.,10.1,17.25,10.76,10.9,10.1,35221
INSPIREMD INC.,2.74,10.04,2.56,2.77,2.52,35184
ITURAN LOCATION AND CONTROL,25.94,13.46,26.62,26.69,25.76,35027
RADCOM,9.63,2.45,9.37,9.79,9.37,34869
SOUTHERN CALIFORNIA BANCORP,13.52,0.0,13.6,13.81,13.39,34793
CORVEL CORP.,249.54,10.18,249.15,252.24,249.15,34778
CDT ENVIRONMENTAL TECHNOLOGY INVESTMENT,3.62,19.5,4.03,4.05,3.52,34718
XCHANGE TEC.INC ADS,0.6688,14.46,0.69,0.7223,0.6436,34568
NATURE S SUNSHINE PRODUCTS,15.02,11.44,15.24,15.48,15.0,34394
GREENE COUNTY BANCORP INC.,30.42,1.4,30.32,30.79,30.25,34333
ICORECONNECT INC.,0.8901,10.36,0.8602,0.918,0.8602,34249
OAK WOODS ACQUISITION,0.2,0.0,0.18,0.2,0.1692,34171
FARMERS & MERCHANTS BANCORP,21.89,11.22,22.34,22.87,21.83,34139
DISTRIBUTION SOLUTIONS GROUP,30.3,11.17,30.77,30.77,30.2,34031
SHIMMICK CORP.,1.5,15.06,1.54,1.63,1.5,33973
CALAMOS DYNAMIC CONVERTIBLE &,22.31,10.22,22.3,22.39,22.28,33721
CELULARITY INC.,2.98,14.49,3.34,3.34,2.98,33692
NUTRIBAND INC.,5.19,15.12,5.48,5.48,5.11,33671
BRILLIANT EARTH GROUP INC.,2.24,14.68,2.35,2.44,2.23,33666
URBAN-GRO INC.,1.34,14.29,1.41,1.43,1.34,33643
DUOS TECHNOLOGIES GROUP INC.,2.81,14.75,2.97,3.13,2.81,33543
GRAPHJET TECHNOLOGY,5.4,17.53,5.8,5.81,5.32,33378
MONTANA TECHNOLOGIES CORP,10.1,15.16,10.45,11.4,10.03,33261
HURCO COMPANIES INC.,17.11,1.24,16.9,17.56,16.9,33252
U-BX TECHNOLOGY,10.13,14.07,10.34,10.53,10.13,33089
LEAFLY HOLDINGS INC.,2.25,0.45,2.17,2.26,2.17,33060
TRINITY BIOTECH PLC ADS,2.59,1.57,2.51,2.64,2.37,33035
CRA INTERNATIONALINC.,171.83,10.24,172.27,173.46,171.21,32994
FIRST BANK,11.96,0.93,11.8,12.04,11.76,32993
CLOVER LEAF CAPITAL,12.47,0.0,12.32,12.48,12.17,32967
RAYTECH HOLDING LTD.,3.42,15.79,3.67,3.67,3.38,32933
FIRST FINANCIAL,35.62,0.23,35.47,35.86,34.87,32927
TRANSACT TECHNOLOGIES INC.,3.41,12.57,3.42,3.5,3.41,32909
NATURE S MIRACLE HOLDING INC.,0.6296,10.06,0.635,0.646,0.6,32883
DOUBLEDOWN INTERACTIVE CO.,11.17,8.45,10.3,11.5,10.3,32650
NORTHEAST COMMUNITY BANCORP,16.78,11.81,17.03,17.11,16.77,32646
OPTEX SYSTEMS HLD.,7.22,11.5,7.68,7.87,7.22,32599
OP BANCORP,9.3,12.11,9.45,9.53,9.28,32478
INFOBIRD CO. LTD,3.1,15.78,3.25,3.28,3.07,32470
MIDWESTONE FINANCIAL GROUP,21.11,1.15,20.6,21.3,20.6,32274
CHINA AUTOMOTIVE SYSTEMS INC.,3.85,10.52,3.9,3.96,3.85,32252
SYNLOGIC INC.,1.59,0.0,1.57,1.59,1.52,32202
BAYFIRST FINANCIAL,11.21,11.41,11.27,11.28,11.15,32163
INTERCURE,2.29,13.78,2.31,2.33,2.25,32139
DAVIS COMMODITIES,1.14,0.88,1.12,1.16,1.09,32132
QCR HOLDINGS INC.,56.22,0.48,56.03,56.26,55.9,32120
ORIGIN AGRITECH LTD.,4.99,12.16,5.0,5.08,4.82,32057
GULF ISLAND FABRICATION INC.,6.21,11.27,6.34,6.38,6.21,32036
AGNC INVESTMENT,24.13,0.33,24.06,24.18,24.04,32033
BRIGHTHOUSE FINANCIAL,21.98,0.73,21.7,22.11,21.7,31770
BOXLIGHT CORP.,0.6955,12.19,0.719,0.719,0.69,31767
PALISADE BIO INC.,4.69,0.21,4.57,5.0,4.52,31692
U.S. GLOBAL INVESTORS INC.,2.58,0.39,2.58,2.64,2.58,31678
JAYUD GLOBAL LOGISTICS,0.61,12.79,0.61,0.63,0.5571,31637
Q32 BIO INC.,18.19,15.85,19.32,19.6,18.19,31490
CHS,25.67,10.12,25.7,25.8,25.67,31426
NOTABLE LABS,0.76,11.81,0.773,0.8,0.76,31402
SYNCHRONOSS TECHNOLOGIES INC.,7.75,16.4,8.28,8.5,7.75,31316
BRAGG GAMING GROUP INC.,5.56,0.72,5.47,5.59,5.45,31303
BINAH CAPITAL GROUP INC.,4.67,114.63,5.3,5.3,3.79,31299
HEART TEST LABORATORIES INC.,5.11,13.4,5.22,5.41,5.11,31285
BRIGHTHOUSE FINANCIAL,18.94,1.34,18.76,19.1,18.7,31279
BURKE & HERBERT FINANCIAL SERVICES,49.39,0.26,48.46,49.4,48.44,31236
NORTHERN TECHNOLOGIES INTERNATIONAL,16.78,12.1,17.1,17.52,16.78,31231
GREAT ELM GROUP INC.,1.79,11.65,1.8,1.81,1.78,31137
RED VIOLET INC.,21.35,13.44,22.18,22.18,21.27,31035
CREDIT ACCEPTANCE,482.54,10.08,484.19,486.12,481.18,31033
SIMPPLE,0.5915,15.96,0.6181,0.6181,0.5761,30895
AMERICAN OUTDOOR BRANDS INC.,8.25,10.96,8.28,8.39,8.09,30868
BITFUFU INC.,3.5,15.15,3.7,3.76,3.5,30844
FINANCIAL INSTITUTIONS INC.,17.59,0.63,17.46,17.68,17.36,30785
BLUE WORLD ACQUISITION,8.42,115.8,9.91,10.09,8.1,30423
GREENPOWER MOTOR CO.,1.11,0.91,1.09,1.13,1.07,30387
GLOBAVEND HOLDINGS,0.8998,15.78,0.92,0.9374,0.86,30331
MARIN SOFTWARE INC.,2.24,15.49,2.31,2.33,2.23,30327
CNB FINANCIAL CORP.,19.46,0.93,19.49,19.62,19.4,30315
MOUNTAIN CREST ACQUISITION,0.1,0.0,0.1181,0.1216,0.1,30299
BUSINESS FIRST BANCSHARES INC.,20.42,1.49,20.34,20.61,20.28,30272
ENVVENO MEDICAL,4.7,13.89,4.8,4.89,4.7,30222
METAL SKY STAR ACQUISITION,0.08,0.0,0.0795,0.08,0.0795,30200
FREIGHTCAR AMERICA INC.,3.6,11.1,3.7,3.75,3.6,30127
THE GLIMPSE GROUP INC.,1.1,11.79,1.1,1.15,1.1,30012
LENSAR INC.,4.42,14.12,4.55,4.61,4.42,29942
WATERSTONE FINANCIAL INC.,12.22,0.08,12.41,12.55,12.17,29902
FARMMI INC.,0.732,12.84,0.7799,0.7799,0.73,29885
